회사명,거래소코드,회계년도,장기차입금(*)(IFRS)(천원),단기차입금(*)(IFRS)(천원),유동성장기차입금(IFRS)(천원),자산(*)(IFRS)(천원),장기차입금(*)(IFRS연결)(천원),단기차입금(*)(IFRS연결)(천원),유동성장기차입금(IFRS연결)(천원),자산(*)(IFRS연결)(천원)
이화산업(주),000760,2012/03,0,50208987,0,98386329,0,50208987,0,276371922
이화산업(주),000760,2013/03,13500000,49487988,0,114821410,13500000,63487988,0,277575752
이화산업(주),000760,2014/03,25500000,34176080,3000000,115979437,25500000,39176080,3000000,268063940
이화산업(주),000760,2015/03,10000000,23785971,0,105535453,40000000,28785971,0,273316937
이화산업(주),000760,2016/03,0,33690238,0,104287845,34687400,40190238,0,278297562
이화산업(주),000760,2017/12,0,30333387,0,101274809,36381000,38833387,4800000,280830381
이화산업(주),000760,2018/12,0,31000000,0,101662127,42887500,41500000,4982500,287450244
이화산업(주),000760,2019/12,0,30000000,0,96877842,11792500,45300000,31095000,282716897
이화전기공업(주),024810,2010/12,0,14460000,0,84479253,0,14460000,0,85172956
이화전기공업(주),024810,2011/12,0,1314700,0,90785338,144068,19924744,0,137041514
이화전기공업(주),024810,2012/12,0,14500000,0,93141040,0,22200000,0,134824706
이화전기공업(주),024810,2013/12,0,11300000,0,94980367,4300000,20610000,0,129832382
이화전기공업(주),024810,2014/12,0,19275930,0,86534642,5000000,26916480,0,113588184
이화전기공업(주),024810,2015/12,0,18406883,0,81521839,,,,
이화전기공업(주),024810,2016/12,0,14000000,0,92039550,,,,
이화전기공업(주),024810,2017/12,0,2000000,0,113001104,,,,
이화전기공업(주),024810,2018/12,6000000,2000000,0,204447460,,,,
이화전기공업(주),024810,2019/12,6000000,2000000,0,226073917,,,,
인베니아(주),079950,2010/12,3748925,2514744,5613640,97749137,,,,
인베니아(주),079950,2011/12,315000,12000000,3626820,105797247,,,,
인베니아(주),079950,2012/12,8600000,13000000,215000,74502193,8600000,13000000,215000,73863692
인베니아(주),079950,2013/12,5260000,20000000,10340000,112223534,5260000,20000000,10340000,112040888
인베니아(주),079950,2014/12,1817500,25000000,2317500,92752105,1817500,25000000,2317500,93781436
인베니아(주),079950,2015/12,3333200,25000000,1211800,87648918,3333200,25000000,1211800,87230412
인베니아(주),079950,2016/12,333200,22000000,3041800,113549664,333200,22000000,3041800,113311633
인베니아(주),079950,2017/12,5500000,40900000,1575000,137894121,5500000,40900000,1575000,137479099
인베니아(주),079950,2018/12,4133333,26000000,1366667,153457429,4133333,26500000,1366667,154547944
인베니아(주),079950,2019/12,4833333,65065100,5466667,180768143,4833333,71399695,5466667,186593946
인선이엔티(주),060150,2010/12,22904151,15817251,9842627,235143118,23749151,24117251,15422627,258025966
인선이엔티(주),060150,2011/12,7561524,23498976,19842627,240113072,16134854,32628098,20467619,264656224
인선이엔티(주),060150,2012/12,10530400,40257168,19153723,249536669,13740400,51052142,22017054,272411984
인선이엔티(주),060150,2013/12,16986150,46002716,15446396,256149986,17498650,55349522,16974250,265117010
인선이엔티(주),060150,2014/12,21054706,48265797,21564838,273930292,21675096,57247798,21714838,287893635
인선이엔티(주),060150,2015/12,12505252,61739694,4643210,274304864,13833357,64239694,4643210,291543980
인선이엔티(주),060150,2016/12,10708150,53262242,3833480,282112881,10708150,55762242,3833480,301046946
인선이엔티(주),060150,2017/12,36874830,29900000,3833480,276458162,36874830,34900000,3833480,298345137
인선이엔티(주),060150,2018/12,0,37400000,31374990,295102425,0,40900000,31374990,315621573
인선이엔티(주),060150,2019/12,30345889,49900000,3657143,330058278,35186729,57754030,3657143,347152596
인지컨트롤스(주),023800,2010/12,0,40500000,0,222466481,10794439,110342320,1013203,528677080
인지컨트롤스(주),023800,2011/12,15000000,15700000,0,225488154,46494741,118895573,430273,696904496
인지컨트롤스(주),023800,2012/12,27200000,13800000,0,240900736,34722646,47730690,3132584,384522741
인지컨트롤스(주),023800,2013/12,26700000,23800000,0,258741548,34077902,79021589,4732,411595835
인지컨트롤스(주),023800,2014/12,27780000,33882529,0,274327948,33106795,90028345,4013858,446266594
인지컨트롤스(주),023800,2015/12,18076400,37387040,0,290781883,31029074,87847183,7749048,472137335
인지컨트롤스(주),023800,2016/12,17519360,42861513,5327040,302399454,28262957,103063591,7946997,480268650
인지컨트롤스(주),023800,2017/12,7494120,62060500,10025240,310818055,11497263,119172275,12334755,456875345
인지컨트롤스(주),023800,2018/12,14725280,81887500,4347040,314439888,21607593,128888295,5796624,455405553
인지컨트롤스(주),023800,2019/12,9915556,74700000,8011947,312121117,61003394,130216890,9226698,507936553
인천도시가스(주),034590,2010/12,18418447,1400000,3038190,285923618,,,,
인천도시가스(주),034590,2011/12,18069164,600000,3466464,313768840,,,,
인천도시가스(주),034590,2012/12,17820197,0,3327160,367353269,,,,
인천도시가스(주),034590,2013/12,18217457,0,3618940,355456808,,,,
인천도시가스(주),034590,2014/12,19441817,0,2873220,378149471,,,,
인천도시가스(주),034590,2015/12,20248917,0,1766010,334171638,,,,
인천도시가스(주),034590,2016/12,19775077,0,673100,360250389,,,,
인천도시가스(주),034590,2017/12,17094517,0,1632560,389429551,,,,
인천도시가스(주),034590,2018/12,16700908,0,1287210,347853854,16700908,0,1287210,347800979
인천도시가스(주),034590,2019/12,16124990,0,1845917,365827418,16124990,0,1845917,365312455
인크로스(주),216050,2016/12,0,0,0,90583388,0,0,0,90530671
인크로스(주),216050,2017/12,0,0,0,124553585,0,0,0,124860424
인크로스(주),216050,2018/12,0,0,0,128239257,0,0,0,121311103
인크로스(주),216050,2019/12,0,0,0,147491865,0,0,0,144263390
인탑스(주),049070,2010/12,0,26520000,0,370445472,0,37209672,0,407941444
인탑스(주),049070,2011/12,0,37824000,0,370568170,0,38973977,0,433372387
인탑스(주),049070,2012/12,0,74856548,0,441492946,0,75191104,0,540807275
인탑스(주),049070,2013/12,0,12870000,0,381826481,0,12870000,0,516284856
인탑스(주),049070,2014/12,0,15060000,0,387663420,0,15060000,0,525870178
인탑스(주),049070,2015/12,0,34997000,0,387842207,0,34997000,0,528666960
인탑스(주),049070,2016/12,0,22324000,0,429581743,17689328,39793000,0,623489412
인탑스(주),049070,2017/12,0,42520000,0,437926310,17661568,52825000,0,603934097
인탑스(주),049070,2018/12,0,34288000,0,425680092,0,42193000,15600000,636880431
인탑스(주),049070,2019/12,0,34026000,0,446197534,0,34026000,12600000,692183154
인터지스(주),129260,2011/12,700000,56039850,0,312355926,9000000,56039850,0,327752769
인터지스(주),129260,2012/12,17639556,17891050,32467617,458796858,109014620,17891050,51157484,458749926
인터지스(주),129260,2013/12,31341928,25984080,31106970,441244679,110488122,25984080,41463221,458605173
인터지스(주),129260,2014/12,29765013,42836259,30545950,482867829,103561911,43163203,37512217,500464836
인터지스(주),129260,2015/12,4452840,49200000,25572667,501517773,68108696,49993309,36774854,528489692
인터지스(주),129260,2016/12,22346049,74400000,2657845,492128693,51288443,74400000,11529267,514189732
인터지스(주),129260,2017/12,65312150,25000000,5154888,487244664,94236371,25330000,8537441,509181971
인터지스(주),129260,2018/12,30688865,43603362,35301838,447566655,50519208,43613362,37266746,470115542
인터지스(주),129260,2019/12,63803805,33839326,10024609,376007881,72826067,34499827,16675411,419994906
인포뱅크(주),039290,2010/12,0,0,0,50992184,,,,
인포뱅크(주),039290,2011/12,0,0,0,60849782,,,,
인포뱅크(주),039290,2012/12,0,0,0,74719036,,,,
인포뱅크(주),039290,2013/12,0,0,0,68387208,0,0,0,72309754
인포뱅크(주),039290,2014/12,0,0,0,61554191,800000,0,0,68343459
인포뱅크(주),039290,2015/12,0,0,0,62646277,0,500000,0,67749068
인포뱅크(주),039290,2016/12,0,0,0,66243061,0,300000,0,72611165
인포뱅크(주),039290,2017/12,0,0,0,65650428,0,300000,0,73379877
인포뱅크(주),039290,2018/12,0,0,0,66515121,0,300000,0,74993735
인포뱅크(주),039290,2019/12,0,0,0,65380274,0,300000,0,72990104
인화정공(주),101930,2010/12,2532500,8146000,11537000,155811916,2532500,8146000,11537000,155811916
인화정공(주),101930,2011/12,11035500,13000000,1497000,158904290,15035500,13000000,1497000,168502498
인화정공(주),101930,2012/12,21178500,34000000,857000,186243556,25637460,36357874,1219560,200011447
인화정공(주),101930,2013/12,24857040,22000000,10321460,192337198,25028440,71062000,14609020,275592553
인화정공(주),101930,2014/12,0,36000000,24000000,191789552,0,98650000,24000000,277470747
인화정공(주),101930,2015/12,24000000,34000000,0,185999222,24000000,75057750,0,257196139
인화정공(주),101930,2016/12,10339000,34000000,0,182643674,11397000,77000000,14000000,262483948
인화정공(주),101930,2017/12,339000,58000000,10000000,193588822,397000,100500000,10000000,276834943
인화정공(주),101930,2018/12,305100,97100000,33900,224619427,8819100,136940000,33900,306138145
인화정공(주),101930,2019/12,237300,85400000,67800,214087064,275100,131395900,3079400,286430693
일동제약(주),249420,2016/12,64000000,33000000,33400000,550372006,64000000,33000000,33400000,550353832
일동제약(주),249420,2017/12,45000000,37400000,48000000,563406684,45000000,37400000,48000000,564627274
일동제약(주),249420,2018/12,36000000,58400000,36000000,562908656,36000000,58400000,36000000,564669363
일동제약(주),249420,2019/12,23000000,74400000,33000000,610339301,23000000,74400000,33000000,612722853
일동홀딩스(주),000230,2010/03,34000000,52000000,4500000,424761666,51300000,71587843,4500000,495534591
일동홀딩스(주),000230,2011/12,13000000,42063000,24000000,488661361,13400000,44103000,24600000,511651774
일동홀딩스(주),000230,2012/12,20800000,0,0,522808624,21400000,0,71200000,541713444
일동홀딩스(주),000230,2013/12,64200000,0,97000000,612257822,64563862,0,102153316,628214313
일동홀딩스(주),000230,2014/12,67512112,0,70817248,604811196,67589884,0,76743064,620345999
일동홀딩스(주),000230,2015/12,0,0,110017248,688879189,75494864,0,116017248,705637923
일동홀딩스(주),000230,2016/12,5077616,0,10021560,138303876,30077616,0,33521560,204087848
일동홀딩스(주),000230,2017/12,60368,0,15021560,206381726,60368,0,65971560,274838718
일동홀딩스(주),000230,2018/12,43120,0,15017248,208991057,43120,0,67327248,265468274
일동홀딩스(주),000230,2019/12,25872,0,49217248,233662172,24925872,0,206846310,805625164
일성건설(주),013360,2010/12,15000000,19587447,9000000,242626974,15000000,19587447,9000000,243228785
일성건설(주),013360,2011/12,20000000,17590000,9000000,259293930,20000000,17590000,9000000,259616139
일성건설(주),013360,2012/12,10000000,9690000,24000000,265046571,10000000,9690000,24000000,265083941
일성건설(주),013360,2013/12,21990800,14690542,13000000,281057664,21990800,14690542,13000000,284773448
일성건설(주),013360,2014/12,0,48890000,19090800,261563120,0,48890000,19090800,264739219
일성건설(주),013360,2015/12,13963468,32953000,28000000,260404925,0,32956789,28000000,257478729
일성건설(주),013360,2016/12,7003360,17250000,41222937,279277293,7003360,17250000,41222937,277457544
일성건설(주),013360,2017/12,31170000,16843548,35871603,304302576,31170000,16843548,35871603,305298894
일성건설(주),013360,2018/12,10812141,16114993,0,308519234,10812141,16114993,0,308746515
일성건설(주),013360,2019/12,2268846,41210192,0,350945459,2268846,41210192,0,350862593
일성신약(주),003120,2010/12,0,5000000,0,472966241,,,,
일성신약(주),003120,2011/12,0,3500000,0,413192112,,,,
일성신약(주),003120,2012/12,0,1500000,0,383625419,,,,
일성신약(주),003120,2013/12,0,0,0,372659356,,,,
일성신약(주),003120,2014/12,0,0,0,378370702,,,,
일성신약(주),003120,2015/12,0,0,0,367028331,,,,
일성신약(주),003120,2016/12,0,0,0,338501960,,,,
일성신약(주),003120,2017/12,0,0,0,347461710,,,,
일성신약(주),003120,2018/12,0,0,0,347264433,,,,
일성신약(주),003120,2019/12,0,0,0,369516179,,,,
일신방직(주),003200,2010/12,7398589,0,12364563,601433023,7398589,2500000,12364563,751707193
일신방직(주),003200,2011/12,11838174,0,24850049,570909115,11838174,3000000,24850049,753480516
일신방직(주),003200,2012/12,4266990,4729077,13330921,533630133,4266990,4729077,13330921,737309586
일신방직(주),003200,2013/12,7324264,8710279,10917928,554797864,7324264,8710279,10917927,776197124
일신방직(주),003200,2014/12,6535841,10850650,0,562635015,15851744,10850650,12993178,818332225
일신방직(주),003200,2015/12,1078000,27538249,0,562013974,62183320,43724512,0,889516557
일신방직(주),003200,2016/12,525000,21580767,0,567660571,52886910,40762630,9330430,904835179
일신방직(주),003200,2017/12,177500,18388139,0,557176177,36241923,37195300,10723004,895872907
일신방직(주),003200,2018/12,1666678,25176573,671031,572127497,29056625,58303253,20083096,937343600
일신방직(주),003200,2019/12,11102147,17711956,564531,554625588,27533424,69361443,17191264,953608709
일양약품(주),007570,2010/03,20041520,26000000,11333480,282542988,20041520,26000000,11333480,289864311
일양약품(주),007570,2011/03,14375000,45930759,12702449,320522794,,,,
일양약품(주),007570,2012/03,59968750,39100000,3906250,360758367,,,,
일양약품(주),007570,2013/03,62294580,39000000,13142920,377664126,,,,
일양약품(주),007570,2014/03,37097760,76000000,31372420,398383754,,,,
일양약품(주),007570,2015/03,37899240,77300000,16198520,401492318,39765840,81376290,17329370,430830075
일양약품(주),007570,2016/12,8862500,100680000,24999980,393572770,8957900,102278179,25885580,431263403
일양약품(주),007570,2017/12,6000000,116010000,20562500,397242127,6000000,116828450,20562500,436373966
일양약품(주),007570,2018/12,26185000,114594643,2220000,374721996,26185000,115571203,2200000,432253279
일양약품(주),007570,2019/12,8500000,97000000,12000000,363916817,8500000,97662960,12000000,437456053
일정실업(주),008500,2010/12,0,5000000,0,57398076,0,6142416,0,63743722
일정실업(주),008500,2011/12,0,7100000,0,58564189,0,7100000,0,66241646
일정실업(주),008500,2012/12,6960000,7040000,0,69300969,6960000,7040000,0,77512873
일정실업(주),008500,2013/12,8000000,3000000,0,62138535,8000000,3000000,0,70202818
일정실업(주),008500,2014/12,0,2700000,0,56016042,0,2700000,0,63996008
일정실업(주),008500,2015/12,0,0,0,61966495,0,0,0,69075803
일정실업(주),008500,2016/12,0,0,0,61449637,0,0,0,68209326
일정실업(주),008500,2017/12,0,7300000,0,63661607,0,7300000,0,67184974
일정실업(주),008500,2018/12,0,18000000,0,67330535,0,18000000,0,68281023
일정실업(주),008500,2019/12,7500000,18665849,0,64926904,7500000,18665849,0,60518947
일진다이아몬드(주),081000,2010/12,1001331,26700000,3669324,103931512,1001331,26700000,3669324,103496451
일진다이아몬드(주),081000,2011/12,10000000,13000000,6168000,113261009,10000000,17948133,6168000,118181822
일진다이아몬드(주),081000,2012/12,10040000,17000000,4000000,118270308,10040000,30334709,4000000,134388811
일진다이아몬드(주),081000,2013/12,0,20360000,6500000,118992869,0,33898525,6500000,133824004
일진다이아몬드(주),081000,2014/12,0,22500000,0,124614775,0,35461138,0,138971553
일진다이아몬드(주),081000,2015/12,0,13500000,0,126271305,0,27347994,0,141019036
일진다이아몬드(주),081000,2016/12,0,12500000,0,130498693,0,28725087,0,146481852
일진다이아몬드(주),081000,2017/12,0,8500000,0,135971953,0,21499261,0,156935533
일진다이아몬드(주),081000,2018/12,0,8500000,0,136888776,0,22272530,0,159895730
일진다이아몬드(주),081000,2019/12,0,0,0,197289531,0,4908201,0,249110385
일진디스플레이(주),020760,2010/12,3120819,16162073,871102,145054437,,,,
일진디스플레이(주),020760,2011/12,10063371,45616105,2976179,181151067,,,,
일진디스플레이(주),020760,2012/12,3654979,27152611,6035656,272594180,,,,
일진디스플레이(주),020760,2013/12,146667,29649075,1513333,250179799,,,,
일진디스플레이(주),020760,2014/12,0,47649660,0,254069884,,,,
일진디스플레이(주),020760,2015/12,0,55675659,0,221348379,,,,
일진디스플레이(주),020760,2016/12,0,59727614,0,153937276,,,,
일진디스플레이(주),020760,2017/12,0,48549439,0,167515259,,,,
일진디스플레이(주),020760,2018/12,0,46967766,0,158315437,,,,
일진디스플레이(주),020760,2019/12,0,55713614,0,126578231,0,55713614,0,126231326
일진머티리얼즈(주),020150,2011/12,11335797,45399742,516991,441902966,11335797,46229742,516991,442163374
일진머티리얼즈(주),020150,2012/12,11484543,38515966,8522910,447878427,11484543,46387762,8522910,469866854
일진머티리얼즈(주),020150,2013/12,3713780,45146092,7770763,458253098,18704053,85364066,12053698,580795049
일진머티리얼즈(주),020150,2014/12,3325520,135987276,388260,488528537,15065554,175074131,7984750,596095084
일진머티리얼즈(주),020150,2015/12,2894735,28261631,430785,317306369,14769735,71720664,7555785,436708093
일진머티리얼즈(주),020150,2016/12,2394880,9109777,499300,315787282,2394880,10309777,499300,390766753
일진머티리얼즈(주),020150,2017/12,1804770,343110,313450,560688339,3804770,7543110,313450,650284189
일진머티리얼즈(주),020150,2018/12,1540310,0,264280,597174440,5290310,13350000,1514280,692206039
일진머티리얼즈(주),020150,2019/12,1276030,366404,264280,647030493,3776030,666404,1514280,1036928098
일진전기(주),103590,2010/12,8336960,75768026,0,738283440,8336960,76707937,4168480,739291857
일진전기(주),103590,2011/12,35393007,75258582,0,768652510,35408524,75258582,4730190,768646689
일진전기(주),103590,2012/12,26913943,101278111,38509441,829158105,26925802,101278111,38509441,828363428
일진전기(주),103590,2013/12,32543669,125925523,24370274,836109334,32549694,220326717,0,835753216
일진전기(주),103590,2014/12,50141560,136721259,32402108,787649515,50141560,136721259,32402108,794512026
일진전기(주),103590,2015/12,30000000,125618189,50141560,730218942,30000000,125618189,50141560,735434079
일진전기(주),103590,2016/12,10000000,184428889,30000000,723845430,10000000,184428889,30000000,728757945
일진전기(주),103590,2017/12,87600000,139127904,10000000,751797306,87600000,139127904,10000000,756774591
일진전기(주),103590,2018/12,37000000,225024267,7600000,772343690,37000000,225024267,7600000,778631601
일진전기(주),103590,2019/12,142000000,109589472,20767540,776346702,142000000,109589472,20767540,780849822
일진홀딩스(주),015860,2010/12,0,13982104,0,300507113,9549000,148590000,8162000,1000178175
일진홀딩스(주),015860,2011/12,0,19988493,0,307187105,65409000,143620000,10898000,1036430305
일진홀딩스(주),015860,2012/12,0,26132749,0,309127411,36874563,187070225,62600000,1108754299
일진홀딩스(주),015860,2013/12,0,21639220,0,305146609,32550001,231086299,30870000,1116481234
일진홀딩스(주),015860,2014/12,0,2000000,0,312326440,68384886,218542824,32976000,1118410670
일진홀딩스(주),015860,2015/12,0,5800000,0,314433478,30630779,208961594,67753829,1075919203
일진홀딩스(주),015860,2016/12,0,15995000,0,318182298,10474000,329083951,0,1065835127
일진홀딩스(주),015860,2017/12,0,22700000,0,258853295,87778283,238261246,10296000,1079321232
일진홀딩스(주),015860,2018/12,0,16500000,0,267734110,37006327,321754899,7772000,1116605852
일진홀딩스(주),015860,2019/12,10000000,10000000,0,274959910,163999998,162664114,10000000,1188576506
잉글우드랩(주),950140,2016/12,0,0,0,78410262,0,0,0,84461861
잉글우드랩(주),950140,2017/12,0,1821380,0,71159503,11778279,2564636,4126561,92446671
잉글우드랩(주),950140,2018/12,6419510,3801540,153718,84370348,16055110,4754838,6378288,104772859
잉글우드랩(주),950140,2019/12,6481714,0,165774,93641490,9609034,2800000,12866623,115343361
자이글(주),234920,2016/12,0,0,0,86458487,,,,
자이글(주),234920,2017/12,0,0,0,88901330,0,0,0,89026530
자이글(주),234920,2018/12,0,0,0,94244699,0,0,0,94296332
자이글(주),234920,2019/12,0,0,0,62583261,,,,
자이에스앤디(주),317400,2019/12,278410,0,0,278480541,,,,
자화전자(주),033240,2010/12,0,13366148,0,168444215,0,29881676,0,197325109
자화전자(주),033240,2011/12,1200000,15883996,0,204475721,1200000,38266171,0,236877981
자화전자(주),033240,2012/12,1200000,14458580,0,251832599,1200000,32289101,0,294711880
자화전자(주),033240,2013/12,0,15110636,0,289054853,0,29284015,0,357073877
자화전자(주),033240,2014/12,0,17216735,0,295312756,0,37381746,0,359580871
자화전자(주),033240,2015/12,0,20158400,0,310332083,0,36379474,0,399278574
자화전자(주),033240,2016/12,1500000,25957383,0,333350346,1500000,47202309,0,426797993
자화전자(주),033240,2017/12,1500000,53102559,0,386408099,1500000,112262710,0,460781745
자화전자(주),033240,2018/12,1500000,23708727,0,331501897,1500000,29810931,0,352202849
자화전자(주),033240,2019/12,500000,23125160,0,335195830,500000,25447460,0,348455187
재영솔루텍(주),049630,2010/12,67165978,688060,0,192570390,71831555,6833126,0,207920771
재영솔루텍(주),049630,2011/12,930635,65739832,0,169613975,4827814,74706388,0,183275701
재영솔루텍(주),049630,2012/12,62790379,0,97672,146104586,64868751,6128293,935244,161755994
재영솔루텍(주),049630,2013/12,92863,2175816,58196516,148570931,1222131,7148315,58741042,159855165
재영솔루텍(주),049630,2014/12,61610889,2174826,92863,151803726,51688579,6842083,337436,165139391
재영솔루텍(주),049630,2015/12,50258229,1959362,100261,143159214,50834077,6674809,358621,155496512
재영솔루텍(주),049630,2016/12,3696382,0,44210265,145146988,4035036,4457725,44485849,153625666
재영솔루텍(주),049630,2017/12,4318134,1485267,43618135,138381080,5439157,7658678,43877380,145859840
재영솔루텍(주),049630,2018/12,3622704,0,41203384,152513852,5007572,4309683,41648330,160924266
재영솔루텍(주),049630,2019/12,4050797,0,28516583,150823406,5161670,4103474,29008356,164461895
전방(주),000950,2010/12,6843546,110162667,6728717,460357840,6843546,110162667,60000,474966439
전방(주),000950,2011/12,16757848,173821277,13073812,505001867,16757848,173823487,15000,519574669
전방(주),000950,2012/12,39197077,206073681,24162848,527507480,39197077,206073681,24162848,542146329
전방(주),000950,2013/12,36971696,207344516,3958320,517897303,36971696,207344516,3958320,525458565
전방(주),000950,2014/12,9887263,243275268,3333320,499023698,9887263,243275268,3333320,506372939
전방(주),000950,2015/12,0,256999961,0,512530392,0,257059961,0,519484803
전방(주),000950,2016/12,0,247066905,0,478936937,0,247166905,0,484109388
전방(주),000950,2017/12,0,207510063,0,415416623,0,207510063,0,413514843
전방(주),000950,2018/12,0,190720569,0,367144361,0,190720569,0,364005282
전방(주),000950,2019/12,0,193764166,0,388742852,0,193764166,0,386595115
전진바이오팜(주),110020,2018/12,0,64056,400000,7119943,,,,
전진바이오팜(주),110020,2019/12,0,0,0,6411002,,,,
제너셈(주),217190,2015/12,2630000,800000,4814667,45020227,,,,
제너셈(주),217190,2016/12,9782000,2800000,648000,50014970,,,,
제너셈(주),217190,2017/12,8734000,2800000,1048000,44448510,,,,
제너셈(주),217190,2018/12,7686000,9171576,1048000,46884413,,,,
제너셈(주),217190,2019/12,6800000,8850000,886000,48774952,,,,
제룡산업(주),147830,2012/12,4600000,2000000,0,35606134,,,,
제룡산업(주),147830,2013/12,3614270,2000000,3085730,44790611,,,,
제룡산업(주),147830,2014/12,4540800,3000000,1220400,45600298,,,,
제룡산업(주),147830,2015/12,1220400,3000000,3320400,49405889,,,,
제룡산업(주),147830,2016/12,0,0,610200,53985405,,,,
제룡산업(주),147830,2017/12,0,51845,0,59171858,,,,
제룡산업(주),147830,2018/12,0,0,0,58914390,,,,
제룡산업(주),147830,2019/12,0,0,0,61520654,,,,
제룡전기(주),033100,2010/12,4248600,16354,1223260,70112822,,,,
제룡전기(주),033100,2011/12,3439540,289720,809060,43804469,,,,
제룡전기(주),033100,2012/12,3083590,189908,855950,43608149,,,,
제룡전기(주),033100,2013/12,2735440,228617,487170,47350934,,,,
제룡전기(주),033100,2014/12,2270920,413137,695520,63259677,,,,
제룡전기(주),033100,2015/12,2662600,1122067,687320,66381351,,,,
제룡전기(주),033100,2016/12,2057310,387483,605290,62155123,,,,
제룡전기(주),033100,2017/12,1485670,70506,571640,57852594,,,,
제룡전기(주),033100,2018/12,914030,64455,571640,58998246,,,,
제룡전기(주),033100,2019/12,500770,243605,413260,64293249,,,,
제이더블유생명과학(주),234080,2016/12,14035087,54700000,0,189565539,14035087,54700000,0,192244264
제이더블유생명과학(주),234080,2017/12,15429450,38300000,4999800,193138331,15429450,39950000,4999800,198532054
제이더블유생명과학(주),234080,2018/12,10429650,38400000,4999800,193040377,10429650,39600000,4999800,200859819
제이더블유생명과학(주),234080,2019/12,5429850,32000000,4999800,194214530,5429850,34040000,4999800,201403949
제이더블유신약(주),067290,2010/12,0,8146377,0,79016718,595700,16746377,203200,85985538
제이더블유신약(주),067290,2011/12,0,17942829,0,96976340,392500,28442829,203200,102793685
제이더블유신약(주),067290,2012/12,0,25995994,0,108752236,189300,35170994,203200,115247973
제이더블유신약(주),067290,2013/12,0,36904240,0,115980146,24600,55904240,164700,126319180
제이더블유신약(주),067290,2014/12,0,38102741,0,116050799,0,49602741,24600,126989598
제이더블유신약(주),067290,2015/12,0,37260606,0,122193328,0,48260606,0,127679625
제이더블유신약(주),067290,2016/12,0,12000951,0,126454681,0,12000951,0,143606103
제이더블유신약(주),067290,2017/12,0,24200000,0,129571286,0,24200000,0,123356679
제이더블유신약(주),067290,2018/12,100000,17000000,0,118471438,100000,17000000,0,109205557
제이더블유신약(주),067290,2019/12,100000,8000000,0,138193777,100000,8000000,0,136854613
제이더블유중외제약(주),001060,2010/12,78954000,158343465,0,634956132,78954000,158343465,0,636143636
제이더블유중외제약(주),001060,2011/12,105041604,179389269,16027196,665878421,105041604,179389269,16027196,667091705
제이더블유중외제약(주),001060,2012/12,57787452,146758470,47214152,601416164,57787452,146758470,47214152,603145264
제이더블유중외제약(주),001060,2013/12,25573300,199061617,42214152,587391073,25573300,199061617,42214152,589368538
제이더블유중외제약(주),001060,2014/12,60443700,114717317,30292200,592319115,60443700,114717317,30292200,594119511
제이더블유중외제약(주),001060,2015/12,55653700,110222584,34790000,611202345,55653700,110222584,34790000,613481028
제이더블유중외제약(주),001060,2016/12,19500000,91863639,46153700,648743063,19500000,91863639,46153700,651077844
제이더블유중외제약(주),001060,2017/12,13500000,130878368,16000000,628065393,13500000,130878368,16000000,630873131
제이더블유중외제약(주),001060,2018/12,7500000,112030974,16000000,591209476,7500000,112030974,16000000,593791187
제이더블유중외제약(주),001060,2019/12,10250000,117731703,17250000,568409023,10250000,117731703,17250000,573207865
제이더블유홀딩스(주),096760,2010/12,0,15300000,0,191438563,94159050,289948202,14203200,993627849
제이더블유홀딩스(주),096760,2011/12,0,27187003,0,213542224,148093454,338388238,30230396,1094786336
제이더블유홀딩스(주),096760,2012/12,0,40164881,0,227845091,97753029,400317802,48026702,1077132172
제이더블유홀딩스(주),096760,2013/12,0,57170767,0,275629481,79574177,350584216,42378852,1014442067
제이더블유홀딩스(주),096760,2014/12,5000000,46925283,0,279419707,105219977,247299658,30316800,1036005320
제이더블유홀딩스(주),096760,2015/12,5000000,51030462,0,314167416,60653700,264683094,74566277,1082862853
제이더블유홀딩스(주),096760,2016/12,2500000,38315915,0,381035861,64211596,202124470,46153700,1196629709
제이더블유홀딩스(주),096760,2017/12,2708333,45408789,2083333,396310484,73556861,310114026,33083133,1351379775
제이더블유홀딩스(주),096760,2018/12,625000,41465959,2083333,410276515,60453695,243349744,33083133,1275635934
제이더블유홀딩스(주),096760,2019/12,3333333,79129232,2291667,414945803,19113183,274019024,74541467,1243461899
제이스코홀딩스(주),023440,2010/12,0,9384709,0,65778113,,,,
제이스코홀딩스(주),023440,2011/12,3696000,19389220,0,86932187,,,,
제이스코홀딩스(주),023440,2012/12,40000000,8684553,0,111501744,,,,
제이스코홀딩스(주),023440,2013/12,21006040,15830230,18993960,112936003,,,,
제이스코홀딩스(주),023440,2014/12,18156264,13250957,19119456,110246347,,,,
제이스코홀딩스(주),023440,2015/12,10755452,26536409,7400812,107019714,,,,
제이스코홀딩스(주),023440,2016/12,13354640,6142485,7400812,94802483,,,,
제이스코홀딩스(주),023440,2017/12,847322,9222468,11587899,90470353,,,,
제이스코홀딩스(주),023440,2018/12,58334,17915901,0,88607499,,,,
제이스코홀딩스(주),023440,2019/12,6627,12617447,63549,83854959,,,,
제이씨케미칼(주),137950,2011/12,0,24431984,0,70017157,,,,
제이씨케미칼(주),137950,2012/12,0,10978027,0,57497631,0,10978027,0,59426517
제이씨케미칼(주),137950,2013/12,3182000,11914305,0,64240630,3182000,22467305,0,75575374
