회사명,거래소코드,회계년도,배당금(*)(IFRS)(천원)
(주)중앙에너비스,000440,2012/09,788833
(주)중앙에너비스,000440,2013/09,779018
(주)중앙에너비스,000440,2014/09,755006
(주)중앙에너비스,000440,2015/12,753794
(주)중앙에너비스,000440,2016/12,742989
(주)중앙에너비스,000440,2017/12,817288
(주)중앙에너비스,000440,2018/12,742988
(주)중앙에너비스,000440,2019/12,742988
(주)지노믹트리,228760,2014/12,
(주)지노믹트리,228760,2015/12,
(주)지노믹트리,228760,2016/12,0
(주)지노믹트리,228760,2017/12,0
(주)지노믹트리,228760,2018/12,0
(주)지노믹트리,228760,2019/12,0
(주)지놈앤컴퍼니,314130,2016/12,
(주)지놈앤컴퍼니,314130,2017/12,
(주)지놈앤컴퍼니,314130,2018/12,
(주)지놈앤컴퍼니,314130,2019/12,0
(주)지누스,013890,2010/12,
(주)지누스,013890,2011/12,
(주)지누스,013890,2012/12,
(주)지누스,013890,2013/12,
(주)지누스,013890,2014/12,
(주)지누스,013890,2015/12,
(주)지누스,013890,2016/12,
(주)지누스,013890,2017/12,0
(주)지누스,013890,2018/12,0
(주)지누스,013890,2019/12,10048838
(주)지니뮤직,043610,2010/12,0
(주)지니뮤직,043610,2011/12,0
(주)지니뮤직,043610,2012/12,0
(주)지니뮤직,043610,2013/12,0
(주)지니뮤직,043610,2014/12,0
(주)지니뮤직,043610,2015/12,0
(주)지니뮤직,043610,2016/12,0
(주)지니뮤직,043610,2017/12,0
(주)지니뮤직,043610,2018/12,0
(주)지니뮤직,043610,2019/12,0
(주)지니틱스,303030,2018/12,
(주)지니틱스,303030,2019/12,0
(주)지란지교시큐리티,208350,2014/12,
(주)지란지교시큐리티,208350,2015/12,
(주)지란지교시큐리티,208350,2016/12,551953
(주)지란지교시큐리티,208350,2017/12,385722
(주)지란지교시큐리티,208350,2018/12,511165
(주)지란지교시큐리티,208350,2019/12,0
(주)지씨셀,144510,2014/12,146985
(주)지씨셀,144510,2015/12,0
(주)지씨셀,144510,2016/12,791554
(주)지씨셀,144510,2017/12,527703
(주)지씨셀,144510,2018/12,369392
(주)지씨셀,144510,2019/12,263851
(주)지아이텍,382480,2017/12,
(주)지아이텍,382480,2018/12,
(주)지아이텍,382480,2019/12,
(주)지앤비에스엔지니어링,382800,2012/12,
(주)지앤비에스엔지니어링,382800,2013/12,
(주)지앤비에스엔지니어링,382800,2014/12,
(주)지앤비에스엔지니어링,382800,2015/12,
(주)지앤비에스엔지니어링,382800,2016/12,
(주)지앤비에스엔지니어링,382800,2017/12,
(주)지앤비에스엔지니어링,382800,2018/12,
(주)지앤비에스엔지니어링,382800,2019/12,
(주)지어소프트,051160,2010/12,560660
(주)지어소프트,051160,2011/12,0
(주)지어소프트,051160,2012/12,0
(주)지어소프트,051160,2013/12,0
(주)지어소프트,051160,2014/12,0
(주)지어소프트,051160,2015/12,0
(주)지어소프트,051160,2016/12,0
(주)지어소프트,051160,2017/12,0
(주)지어소프트,051160,2018/12,0
(주)지어소프트,051160,2019/12,0
(주)지에스,078930,2010/12,118433000
(주)지에스,078930,2011/12,127900000
(주)지에스,078930,2012/12,127900000
(주)지에스,078930,2013/12,127900000
(주)지에스,078930,2014/12,113699000
(주)지에스,078930,2015/12,142102000
(주)지에스,078930,2016/12,151569000
(주)지에스,078930,2017/12,170504000
(주)지에스,078930,2018/12,179972000
(주)지에스,078930,2019/12,179972000
(주)지에스글로벌,001250,2010/12,5614160
(주)지에스글로벌,001250,2011/12,2811900
(주)지에스글로벌,001250,2012/12,2811900
(주)지에스글로벌,001250,2013/12,2811900
(주)지에스글로벌,001250,2014/12,2811900
(주)지에스글로벌,001250,2015/12,0
(주)지에스글로벌,001250,2016/12,0
(주)지에스글로벌,001250,2017/12,2062380
(주)지에스글로벌,001250,2018/12,2062380
(주)지에스글로벌,001250,2019/12,0
(주)지에스리테일,007070,2010/12,38500000
(주)지에스리테일,007070,2011/12,23100000
(주)지에스리테일,007070,2012/12,30800000
(주)지에스리테일,007070,2013/12,34650000
(주)지에스리테일,007070,2014/12,46200000
(주)지에스리테일,007070,2015/12,65450000
(주)지에스리테일,007070,2016/12,84700000
(주)지에스리테일,007070,2017/12,46200000
(주)지에스리테일,007070,2018/12,50050000
(주)지에스리테일,007070,2019/12,57750000
(주)지에스이,053050,2010/12,0
(주)지에스이,053050,2011/12,997916
(주)지에스이,053050,2012/12,997916
(주)지에스이,053050,2013/12,997916
(주)지에스이,053050,2014/12,1134237
(주)지에스이,053050,2015/12,1260263
(주)지에스이,053050,2016/12,257782
(주)지에스이,053050,2017/12,831158
(주)지에스이,053050,2018/12,831158
(주)지에스이,053050,2019/12,554105
(주)지엔씨에너지,119850,2010/12,0
(주)지엔씨에너지,119850,2011/12,0
(주)지엔씨에너지,119850,2012/12,0
(주)지엔씨에너지,119850,2013/12,280429
(주)지엔씨에너지,119850,2014/12,581592
(주)지엔씨에너지,119850,2015/12,660676
(주)지엔씨에너지,119850,2016/12,955014
(주)지엔씨에너지,119850,2017/12,964218
(주)지엔씨에너지,119850,2018/12,793515
(주)지엔씨에너지,119850,2019/12,793515
(주)지엔코,065060,2010/12,0
(주)지엔코,065060,2011/12,0
(주)지엔코,065060,2012/12,0
(주)지엔코,065060,2013/12,0
(주)지엔코,065060,2014/12,0
(주)지엔코,065060,2015/12,0
(주)지엔코,065060,2016/12,0
(주)지엔코,065060,2017/12,0
(주)지엔코,065060,2018/12,0
(주)지엔코,065060,2019/12,0
(주)지오엘리먼트,311320,2012/12,
(주)지오엘리먼트,311320,2013/12,
(주)지오엘리먼트,311320,2014/12,
(주)지오엘리먼트,311320,2016/12,
(주)지오엘리먼트,311320,2017/12,
(주)지오엘리먼트,311320,2018/12,0
(주)지오엘리먼트,311320,2019/12,0
(주)지투알,035000,2010/12,0
(주)지투알,035000,2011/12,3241529
(주)지투알,035000,2012/12,3241529
(주)지투알,035000,2013/12,3241529
(주)지투알,035000,2014/12,3241529
(주)지투알,035000,2015/12,3241529
(주)지투알,035000,2016/12,4051911
(주)지투알,035000,2017/12,4051911
(주)지투알,035000,2018/12,4051911
(주)지투알,035000,2019/12,4862293
(주)지티지웰니스,219750,2013/12,
(주)지티지웰니스,219750,2014/12,
(주)지티지웰니스,219750,2015/12,0
(주)지티지웰니스,219750,2016/12,0
(주)지티지웰니스,219750,2017/12,0
(주)지티지웰니스,219750,2018/12,0
(주)지티지웰니스,219750,2019/12,0
(주)진도,088790,2010/12,0
(주)진도,088790,2011/12,3012348
(주)진도,088790,2012/12,0
(주)진도,088790,2013/12,0
(주)진도,088790,2014/12,0
(주)진도,088790,2015/12,1869764
(주)진도,088790,2016/12,2492764
(주)진도,088790,2017/12,3365178
(주)진도,088790,2018/12,1869611
(주)진도,088790,2019/12,1246459
(주)진로발효,018120,2010/12,12844245
(주)진로발효,018120,2011/12,6600000
(주)진로발효,018120,2012/12,7522351
(주)진로발효,018120,2013/12,7522351
(주)진로발효,018120,2014/12,7522351
(주)진로발효,018120,2015/12,8274586
(주)진로발효,018120,2016/12,9102045
(주)진로발효,018120,2017/12,8274586
(주)진로발효,018120,2018/12,8274586
(주)진로발효,018120,2019/12,8933981
(주)진매트릭스,109820,2010/12,0
(주)진매트릭스,109820,2011/12,0
(주)진매트릭스,109820,2012/12,0
(주)진매트릭스,109820,2013/12,0
(주)진매트릭스,109820,2014/12,0
(주)진매트릭스,109820,2015/12,0
(주)진매트릭스,109820,2016/12,0
(주)진매트릭스,109820,2017/12,0
(주)진매트릭스,109820,2018/12,0
(주)진매트릭스,109820,2019/12,0
(주)진바이오텍,086060,2010/12,291994
(주)진바이오텍,086060,2011/12,291994
(주)진바이오텍,086060,2012/12,175196
(주)진바이오텍,086060,2013/12,203856
(주)진바이오텍,086060,2014/12,210508
(주)진바이오텍,086060,2015/12,250419
(주)진바이오텍,086060,2016/12,258318
(주)진바이오텍,086060,2017/12,258318
(주)진바이오텍,086060,2018/12,258318
(주)진바이오텍,086060,2019/12,258318
(주)진성티이씨,036890,2010/12,1555412
(주)진성티이씨,036890,2011/12,1554652
(주)진성티이씨,036890,2012/12,1911000
(주)진성티이씨,036890,2013/12,1843571
(주)진성티이씨,036890,2014/12,2200546
(주)진성티이씨,036890,2015/12,2843517
(주)진성티이씨,036890,2016/12,3194287
(주)진성티이씨,036890,2017/12,3593572
(주)진성티이씨,036890,2018/12,3992858
(주)진성티이씨,036890,2019/12,3992858
(주)진양홀딩스,100250,2010/12,2303277
(주)진양홀딩스,100250,2011/12,3074241
(주)진양홀딩스,100250,2012/12,4109647
(주)진양홀딩스,100250,2013/12,5479529
(주)진양홀딩스,100250,2014/12,6849412
(주)진양홀딩스,100250,2015/12,5479529
(주)진양홀딩스,100250,2016/12,5479529
(주)진양홀딩스,100250,2017/12,5479529
(주)진양홀딩스,100250,2018/12,5479529
(주)진양홀딩스,100250,2019/12,6575435
(주)진에어,272450,2010/12,0
(주)진에어,272450,2011/12,0
(주)진에어,272450,2012/12,0
(주)진에어,272450,2013/12,0
(주)진에어,272450,2014/12,0
(주)진에어,272450,2015/12,10800000
(주)진에어,272450,2016/12,13500000
(주)진에어,272450,2017/12,7500000
(주)진에어,272450,2018/12,9000000
(주)진에어,272450,2019/12,0
(주)차바이오텍,085660,2010/12,0
(주)차바이오텍,085660,2011/12,0
(주)차바이오텍,085660,2012/12,0
(주)차바이오텍,085660,2013/12,0
(주)차바이오텍,085660,2014/12,0
(주)차바이오텍,085660,2015/12,0
(주)차바이오텍,085660,2016/12,0
(주)차바이오텍,085660,2017/12,0
(주)차바이오텍,085660,2018/12,0
(주)차바이오텍,085660,2019/12,0
(주)차백신연구소,261780,2015/12,
(주)차백신연구소,261780,2016/12,
(주)창해에탄올,004650,2010/12,0
(주)창해에탄올,004650,2011/12,729270
(주)창해에탄올,004650,2012/12,767099
(주)창해에탄올,004650,2013/12,678065
(주)창해에탄올,004650,2014/12,3297698
(주)창해에탄올,004650,2015/12,3927945
(주)창해에탄올,004650,2016/12,4162061
(주)창해에탄올,004650,2017/12,4928473
(주)창해에탄올,004650,2018/12,4766473
(주)창해에탄올,004650,2019/12,4641178
(주)천보,278280,2011/09,
(주)천보,278280,2012/09,
(주)천보,278280,2013/09,
(주)천보,278280,2014/12,
(주)천보,278280,2015/12,
(주)천보,278280,2016/12,0
(주)천보,278280,2017/12,0
(주)천보,278280,2018/12,0
(주)천보,278280,2019/12,2999981
(주)천일고속,000650,2010/12,570822
(주)천일고속,000650,2011/12,0
(주)천일고속,000650,2012/12,0
(주)천일고속,000650,2013/12,0
(주)천일고속,000650,2014/12,0
(주)천일고속,000650,2015/12,8562324
(주)천일고속,000650,2016/12,7135270
(주)천일고속,000650,2017/12,8562324
(주)천일고속,000650,2018/12,5708216
(주)천일고속,000650,2019/12,403174
(주)체리부로,066360,2010/12,
(주)체리부로,066360,2011/12,
(주)체리부로,066360,2012/12,
(주)체리부로,066360,2013/12,
(주)체리부로,066360,2014/12,
(주)체리부로,066360,2015/12,0
(주)체리부로,066360,2016/12,0
(주)체리부로,066360,2017/12,1019851
(주)체리부로,066360,2018/12,448181
(주)체리부로,066360,2019/12,0
(주)체시스,033250,2010/06,0
(주)체시스,033250,2011/06,580668
(주)체시스,033250,2012/06,829526
(주)체시스,033250,2013/06,331811
(주)체시스,033250,2014/06,0
(주)체시스,033250,2015/06,0
(주)체시스,033250,2016/06,0
(주)체시스,033250,2017/06,0
(주)체시스,033250,2018/06,0
(주)체시스,033250,2019/06,0
(주)초록뱀미디어,047820,2010/12,0
(주)초록뱀미디어,047820,2011/12,0
(주)초록뱀미디어,047820,2012/12,0
(주)초록뱀미디어,047820,2013/12,0
(주)초록뱀미디어,047820,2014/12,0
(주)초록뱀미디어,047820,2015/12,0
(주)초록뱀미디어,047820,2016/12,0
(주)초록뱀미디어,047820,2017/12,0
(주)초록뱀미디어,047820,2018/12,0
(주)초록뱀미디어,047820,2019/12,0
(주)초록뱀이앤엠,131100,2010/12,15493
(주)초록뱀이앤엠,131100,2011/12,0
(주)초록뱀이앤엠,131100,2012/12,0
(주)초록뱀이앤엠,131100,2013/12,0
(주)초록뱀이앤엠,131100,2014/12,0
(주)초록뱀이앤엠,131100,2015/12,0
(주)초록뱀이앤엠,131100,2016/12,0
(주)초록뱀이앤엠,131100,2017/12,0
(주)초록뱀이앤엠,131100,2018/12,0
(주)초록뱀컴퍼니,052300,2010/12,0
(주)초록뱀컴퍼니,052300,2011/12,0
(주)초록뱀컴퍼니,052300,2012/12,0
(주)초록뱀컴퍼니,052300,2013/12,0
(주)초록뱀컴퍼니,052300,2014/12,0
(주)초록뱀컴퍼니,052300,2015/12,0
(주)초록뱀컴퍼니,052300,2016/12,0
(주)초록뱀컴퍼니,052300,2017/12,0
(주)초록뱀컴퍼니,052300,2018/12,0
(주)초록뱀컴퍼니,052300,2019/12,0
(주)초록뱀헬스케어,118000,2010/12,0
(주)초록뱀헬스케어,118000,2011/12,0
(주)초록뱀헬스케어,118000,2012/12,0
(주)초록뱀헬스케어,118000,2013/12,0
(주)초록뱀헬스케어,118000,2014/12,0
(주)초록뱀헬스케어,118000,2015/12,0
(주)초록뱀헬스케어,118000,2016/12,0
(주)초록뱀헬스케어,118000,2017/12,0
(주)초록뱀헬스케어,118000,2018/12,0
(주)초록뱀헬스케어,118000,2019/12,0
(주)칩스앤미디어,094360,2010/12,0
(주)칩스앤미디어,094360,2011/12,0
(주)칩스앤미디어,094360,2012/12,0
(주)칩스앤미디어,094360,2013/12,0
(주)칩스앤미디어,094360,2014/12,0
(주)칩스앤미디어,094360,2015/12,585570
(주)칩스앤미디어,094360,2016/12,687714
(주)칩스앤미디어,094360,2017/12,0
(주)칩스앤미디어,094360,2018/12,533925
(주)칩스앤미디어,094360,2019/12,1127175
(주)카나리아바이오,016790,2010/12,
(주)카나리아바이오,016790,2011/12,
(주)카나리아바이오,016790,2012/12,
(주)카나리아바이오,016790,2013/12,1373556
(주)카나리아바이오,016790,2014/12,1373556
(주)카나리아바이오,016790,2015/12,1373556
(주)카나리아바이오,016790,2016/12,1373556
(주)카나리아바이오,016790,2017/12,1373556
(주)카나리아바이오,016790,2018/12,615049
(주)카나리아바이오,016790,2019/12,615049
(주)카스,016920,2010/12,392494
(주)카스,016920,2011/12,784987
(주)카스,016920,2012/12,784987
(주)카스,016920,2013/12,784987
(주)카스,016920,2014/12,252785
(주)카스,016920,2015/12,392494
(주)카스,016920,2016/12,392494
(주)카스,016920,2017/12,419995
(주)카스,016920,2018/12,419995
(주)카스,016920,2019/12,194373
(주)카이노스메드,284620,2017/12,
(주)카이노스메드,284620,2018/12,
(주)카이노스메드,284620,2019/12,
(주)카카오,035720,2010/12,10007680
(주)카카오,035720,2011/12,21589352
(주)카카오,035720,2012/12,14990360
(주)카카오,035720,2013/12,14989849
(주)카카오,035720,2014/12,10030240
(주)카카오,035720,2015/12,10035180
(주)카카오,035720,2016/12,10006357
(주)카카오,035720,2017/12,10049694
(주)카카오,035720,2018/12,10052594
(주)카카오,035720,2019/12,10412621
(주)카카오게임즈,293490,2016/12,0
(주)카카오게임즈,293490,2017/12,0
(주)카카오게임즈,293490,2018/12,0
(주)카카오게임즈,293490,2019/12,0
(주)카카오페이,377300,2018/12,0
(주)카카오페이,377300,2019/12,0
(주)카프로,006380,2010/12,16000000
(주)카프로,006380,2011/12,40000000
(주)카프로,006380,2012/12,10000000
(주)카프로,006380,2013/12,0
(주)카프로,006380,2014/12,0
(주)카프로,006380,2015/12,0
(주)카프로,006380,2016/12,0
(주)카프로,006380,2017/12,2000000
(주)카프로,006380,2018/12,2000000
(주)카프로,006380,2019/12,0
(주)캐리소프트,317530,2016/12,
(주)캐리소프트,317530,2017/12,
(주)캐리소프트,317530,2018/12,0
(주)캐리소프트,317530,2019/12,0
(주)캐스텍코리아,071850,2010/12,
(주)캐스텍코리아,071850,2011/12,0
(주)캐스텍코리아,071850,2012/12,800000
(주)캐스텍코리아,071850,2013/12,979800
(주)캐스텍코리아,071850,2014/12,1462181
(주)캐스텍코리아,071850,2015/12,1573629
(주)캐스텍코리아,071850,2016/12,1573629
(주)캐스텍코리아,071850,2017/12,1210484
(주)캐스텍코리아,071850,2018/12,267944
(주)캐스텍코리아,071850,2019/12,0
(주)캠시스,050110,2010/12,0
(주)캠시스,050110,2011/12,0
(주)캠시스,050110,2012/12,0
(주)캠시스,050110,2013/12,1248881
(주)캠시스,050110,2014/12,0
(주)캠시스,050110,2015/12,0
(주)캠시스,050110,2016/12,0
(주)캠시스,050110,2017/12,0
(주)캠시스,050110,2018/12,0
(주)캠시스,050110,2019/12,0
(주)컴투스,078340,2010/12,0
(주)컴투스,078340,2011/12,0
(주)컴투스,078340,2012/12,0
(주)컴투스,078340,2013/12,0
(주)컴투스,078340,2014/12,0
(주)컴투스,078340,2015/12,0
(주)컴투스,078340,2016/12,17447479
(주)컴투스,078340,2017/12,17515173
(주)컴투스,078340,2018/12,17265745
(주)컴투스,078340,2019/12,17039204
(주)컴투스홀딩스,063080,2010/12,0
(주)컴투스홀딩스,063080,2011/12,0
(주)컴투스홀딩스,063080,2012/12,0
(주)컴투스홀딩스,063080,2013/12,0
(주)컴투스홀딩스,063080,2014/12,0
(주)컴투스홀딩스,063080,2015/12,0
(주)컴투스홀딩스,063080,2016/12,0
(주)컴투스홀딩스,063080,2017/12,0
(주)컴투스홀딩스,063080,2018/12,0
(주)컴투스홀딩스,063080,2019/12,0
(주)케스피온,079190,2010/12,0
(주)케스피온,079190,2011/12,0
(주)케스피온,079190,2012/12,0
(주)케스피온,079190,2013/12,0
(주)케스피온,079190,2014/12,0
(주)케스피온,079190,2015/12,0
(주)케스피온,079190,2016/12,0
(주)케스피온,079190,2017/12,0
(주)케스피온,079190,2018/12,0
(주)케스피온,079190,2019/12,0
(주)케어랩스,263700,2016/12,0
(주)케어랩스,263700,2017/12,0
(주)케어랩스,263700,2018/12,0
(주)케어랩스,263700,2019/12,0
(주)케어젠,214370,2010/12,
(주)케어젠,214370,2011/12,
(주)케어젠,214370,2012/12,0
(주)케어젠,214370,2013/12,0
(주)케어젠,214370,2014/12,0
(주)케어젠,214370,2015/12,6426000
(주)케어젠,214370,2016/12,10279367
(주)케어젠,214370,2017/12,6141162
(주)케어젠,214370,2018/12,6141162
(주)케어젠,214370,2019/12,27876595
(주)케이비지,318000,2010/12,
(주)케이비지,318000,2011/12,
(주)케이비지,318000,2012/12,
(주)케이비지,318000,2013/12,
(주)케이비지,318000,2014/12,
(주)케이비지,318000,2015/12,
(주)케이비지,318000,2016/12,
(주)케이비지,318000,2017/12,
(주)케이비지,318000,2018/12,77000
(주)케이비지,318000,2019/12,406491
(주)케이사인,192250,2013/12,
(주)케이사인,192250,2014/12,1463103
(주)케이사인,192250,2015/12,1844288
(주)케이사인,192250,2016/12,1229525
(주)케이사인,192250,2017/12,614763
(주)케이사인,192250,2018/12,0
(주)케이사인,192250,2019/12,0
(주)케이씨,029460,2010/12,1888594
(주)케이씨,029460,2011/12,972528
(주)케이씨,029460,2012/12,657550
(주)케이씨,029460,2013/12,2265045
(주)케이씨,029460,2014/12,3211808
(주)케이씨,029460,2015/12,4810212
(주)케이씨,029460,2016/12,4707531
(주)케이씨,029460,2017/12,2239893
(주)케이씨,029460,2018/12,2737647
(주)케이씨,029460,2019/12,3110962
(주)케이씨씨,002380,2010/12,68578545
(주)케이씨씨,002380,2011/12,68578545
(주)케이씨씨,002380,2012/12,68578546
(주)케이씨씨,002380,2013/12,68578545
(주)케이씨씨,002380,2014/12,78375480
(주)케이씨씨,002380,2015/12,78667584
(주)케이씨씨,002380,2016/12,78667584
(주)케이씨씨,002380,2017/12,78667584
(주)케이씨씨,002380,2018/12,78667584
(주)케이씨씨,002380,2019/12,44250516
(주)케이씨씨건설,021320,2010/12,5800000
(주)케이씨씨건설,021320,2011/12,5800000
(주)케이씨씨건설,021320,2012/12,2900000
(주)케이씨씨건설,021320,2013/12,0
(주)케이씨씨건설,021320,2014/12,1817993
(주)케이씨씨건설,021320,2015/12,0
(주)케이씨씨건설,021320,2016/12,2140000
(주)케이씨씨건설,021320,2017/12,2782000
(주)케이씨씨건설,021320,2018/12,2782000
(주)케이씨씨건설,021320,2019/12,3210000
(주)케이씨아이,036670,2010/12,0
(주)케이씨아이,036670,2011/12,516850
(주)케이씨아이,036670,2012/12,516850
(주)케이씨아이,036670,2013/12,820650
(주)케이씨아이,036670,2014/12,993782
(주)케이씨아이,036670,2015/12,1434654
(주)케이씨아이,036670,2016/12,1936836
(주)케이씨아이,036670,2017/12,1936836
(주)케이씨아이,036670,2018/12,1936836
(주)케이씨아이,036670,2019/12,2152040
(주)케이씨에스,115500,2010/12,0
(주)케이씨에스,115500,2011/12,720000
(주)케이씨에스,115500,2012/12,1200000
(주)케이씨에스,115500,2013/12,1200000
(주)케이씨에스,115500,2014/12,1680000
(주)케이씨에스,115500,2015/12,840000
(주)케이씨에스,115500,2016/12,840000
(주)케이씨에스,115500,2017/12,1080000
(주)케이씨에스,115500,2018/12,2400000
(주)케이씨에스,115500,2019/12,2640000
(주)케이씨텍,281820,2017/12,3570221
(주)케이씨텍,281820,2018/12,5355332
(주)케이씨텍,281820,2019/12,3966912
(주)케이씨티,089150,2010/12,1029000
(주)케이씨티,089150,2011/12,1029000
(주)케이씨티,089150,2012/12,2572500
(주)케이씨티,089150,2013/12,2058000
(주)케이씨티,089150,2014/12,2058000
(주)케이씨티,089150,2015/12,1029000
(주)케이씨티,089150,2016/12,1029000
(주)케이씨티,089150,2017/12,1715000
(주)케이씨티,089150,2018/12,2058000
(주)케이씨티,089150,2019/12,1029000
(주)케이씨티시,009070,2010/12,448572
(주)케이씨티시,009070,2011/12,598096
(주)케이씨티시,009070,2012/12,747620
(주)케이씨티시,009070,2013/12,747620
(주)케이씨티시,009070,2014/12,897173
(주)케이씨티시,009070,2015/12,1046701
(주)케이씨티시,009070,2016/12,1046701
(주)케이씨티시,009070,2017/12,1046701
(주)케이씨티시,009070,2018/12,1345759
(주)케이씨티시,009070,2019/12,1345759
(주)케이씨피드,025880,2010/12,429378
(주)케이씨피드,025880,2011/12,445685
(주)케이씨피드,025880,2012/12,522362
(주)케이씨피드,025880,2013/12,482322
(주)케이씨피드,025880,2014/12,301451
(주)케이씨피드,025880,2015/12,422032
(주)케이씨피드,025880,2016/12,552480
(주)케이씨피드,025880,2017/12,552480
(주)케이씨피드,025880,2018/12,394628
(주)케이씨피드,025880,2019/12,236777
(주)케이아이엔엑스,093320,2010/12,0
(주)케이아이엔엑스,093320,2011/12,0
(주)케이아이엔엑스,093320,2012/12,0
(주)케이아이엔엑스,093320,2013/12,378640
(주)케이아이엔엑스,093320,2014/12,378640
(주)케이아이엔엑스,093320,2015/12,474799
(주)케이아이엔엑스,093320,2016/12,569760
(주)케이아이엔엑스,093320,2017/12,1005921
(주)케이아이엔엑스,093320,2018/12,1829122
(주)케이아이엔엑스,093320,2019/12,2286402
(주)케이에스에스해운,044450,2010/12,956934
(주)케이에스에스해운,044450,2011/12,999629
(주)케이에스에스해운,044450,2012/12,1022129
(주)케이에스에스해운,044450,2013/12,1507082
(주)케이에스에스해운,044450,2014/12,2304388
(주)케이에스에스해운,044450,2015/12,2900653
(주)케이에스에스해운,044450,2016/12,3912602
(주)케이에스에스해운,044450,2017/12,5235846
(주)케이에스에스해운,044450,2018/12,5152869
(주)케이에스에스해운,044450,2019/12,6063964
(주)케이에스피,073010,2010/12,0
(주)케이에스피,073010,2011/12,1039524
(주)케이에스피,073010,2012/12,0
(주)케이에스피,073010,2013/12,0
(주)케이에스피,073010,2014/12,0
(주)케이에스피,073010,2015/12,0
(주)케이에스피,073010,2016/12,0
(주)케이에스피,073010,2017/12,0
(주)케이에스피,073010,2018/12,0
(주)케이에스피,073010,2019/12,0
(주)케이에이치바텍,060720,2010/12,3880000
(주)케이에이치바텍,060720,2011/12,0
(주)케이에이치바텍,060720,2012/12,0
(주)케이에이치바텍,060720,2013/12,5742400
(주)케이에이치바텍,060720,2014/12,7760000
(주)케이에이치바텍,060720,2015/12,5854540
(주)케이에이치바텍,060720,2016/12,962500
(주)케이에이치바텍,060720,2017/12,0
(주)케이에이치바텍,060720,2018/12,0
(주)케이에이치바텍,060720,2019/12,0
(주)케이에이치필룩스,033180,2010/12,885823
(주)케이에이치필룩스,033180,2011/12,759277
(주)케이에이치필룩스,033180,2012/12,759277
(주)케이에이치필룩스,033180,2013/12,885823
(주)케이에이치필룩스,033180,2014/12,1012370
(주)케이에이치필룩스,033180,2015/12,0
(주)케이에이치필룩스,033180,2016/12,2013914
(주)케이에이치필룩스,033180,2017/12,2054772
(주)케이에이치필룩스,033180,2018/12,0
(주)케이에이치필룩스,033180,2019/12,0
(주)케이엑스이노베이션,122450,2010/12,0
(주)케이엑스이노베이션,122450,2011/12,2522140
(주)케이엑스이노베이션,122450,2012/12,0
(주)케이엑스이노베이션,122450,2013/12,0
(주)케이엑스이노베이션,122450,2014/12,0
(주)케이엑스이노베이션,122450,2015/12,0
(주)케이엑스이노베이션,122450,2016/12,0
(주)케이엑스이노베이션,122450,2017/12,0
(주)케이엑스이노베이션,122450,2018/12,0
(주)케이엑스이노베이션,122450,2019/12,1584741
(주)케이엑스하이텍,052900,2010/12,0
(주)케이엑스하이텍,052900,2011/12,0
(주)케이엑스하이텍,052900,2012/12,0
(주)케이엑스하이텍,052900,2013/12,0
(주)케이엑스하이텍,052900,2014/12,0
(주)케이엑스하이텍,052900,2015/12,0
(주)케이엑스하이텍,052900,2016/12,0
(주)케이엑스하이텍,052900,2017/12,0
(주)케이엑스하이텍,052900,2018/12,0
(주)케이엑스하이텍,052900,2019/12,0
(주)케이엔더블유,105330,2010/12,0
(주)케이엔더블유,105330,2011/12,417612
(주)케이엔더블유,105330,2012/12,0
(주)케이엔더블유,105330,2013/12,0
(주)케이엔더블유,105330,2014/12,551223
(주)케이엔더블유,105330,2015/12,0
(주)케이엔더블유,105330,2016/12,0
(주)케이엔더블유,105330,2017/12,0
(주)케이엔더블유,105330,2018/12,0
(주)케이엔더블유,105330,2019/12,0
(주)케이엔엔,058400,2010/12,3310743
(주)케이엔엔,058400,2011/12,2979669
(주)케이엔엔,058400,2012/12,3972892
(주)케이엔엔,058400,2013/12,3310743
(주)케이엔엔,058400,2014/12,3310743
(주)케이엔엔,058400,2015/12,3310743
(주)케이엔엔,058400,2016/12,2102091
(주)케이엔엔,058400,2017/12,3310743
(주)케이엔엔,058400,2018/12,3310743
(주)케이엔엔,058400,2019/12,2648594
(주)케이엔제이,272110,2010/12,
(주)케이엔제이,272110,2011/12,
(주)케이엔제이,272110,2012/12,
(주)케이엔제이,272110,2013/12,
(주)케이엔제이,272110,2014/12,
(주)케이엔제이,272110,2015/12,
(주)케이엔제이,272110,2016/12,
(주)케이엔제이,272110,2017/12,0
(주)케이엔제이,272110,2018/12,0
(주)케이엔제이,272110,2019/12,0
(주)케이엘넷,039420,2010/12,0
(주)케이엘넷,039420,2011/12,0
(주)케이엘넷,039420,2012/12,0
(주)케이엘넷,039420,2013/12,575871
(주)케이엘넷,039420,2014/12,0
(주)케이엘넷,039420,2015/12,345522
(주)케이엘넷,039420,2016/12,460697
(주)케이엘넷,039420,2017/12,683805
(주)케이엘넷,039420,2018/12,685026
(주)케이엘넷,039420,2019/12,1328637
(주)케이엠,083550,2010/12,1158116
(주)케이엠,083550,2011/12,527704
(주)케이엠,083550,2012/12,268950
(주)케이엠,083550,2013/12,448250
(주)케이엠,083550,2014/12,627549
(주)케이엠,083550,2015/12,896499
(주)케이엠,083550,2016/12,313775
(주)케이엠,083550,2017/12,520547
(주)케이엠,083550,2018/12,528262
(주)케이엠,083550,2019/12,536120
(주)케이엠더블유,032500,2010/12,0
(주)케이엠더블유,032500,2011/12,0
