회사명,거래소코드,회계년도,총자본증가율(IFRS),총자본증가율(IFRS연결),유동자산증가율(IFRS),유동자산증가율(IFRS연결),매출액증가율(IFRS),매출액증가율(IFRS연결),유형자산증가율(IFRS),유형자산증가율(IFRS연결),재고자산증가율(IFRS),재고자산증가율(IFRS연결),자기자본증가율(IFRS),자기자본증가율(IFRS연결),순이익증가율(IFRS),순이익증가율(IFRS연결),정상영업이익증가율(IFRS),정상영업이익증가율(IFRS연결)
(주)토탈소프트뱅크,45340,Dec-11,6.38,,6.2,,-20.12,,266.17,,-42.35,,-2.01,,0,,0,
(주)토탈소프트뱅크,45340,Dec-12,-11.56,,-20.98,,-3.95,,173.76,,6,,-18.67,,0,,0,
(주)토탈소프트뱅크,45340,Dec-13,-30.7,,-41.3,,-22.61,,73.15,,128.32,,-43.22,,0,,0,
(주)토탈소프트뱅크,45340,Dec-14,29.34,,-2.52,,-2.84,,80,,-82.62,,12.03,,0,,0,
(주)토탈소프트뱅크,45340,Dec-15,-3.64,,-15.82,,-15.69,,5.71,,-63.4,,-12.42,,0,,0,
(주)토탈소프트뱅크,45340,Dec-16,22.2,,28.22,,47.73,,23.6,,319.25,,21.21,,0,,0,
(주)토탈소프트뱅크,45340,Dec-17,1.84,,10.84,,3.47,,-0.57,,12.58,,4.7,,-68.52,,-49.32,
(주)토탈소프트뱅크,45340,Dec-18,25.83,,61.65,,19.32,,-0.12,,179.97,,42.7,,756.43,,372.02,
(주)토탈소프트뱅크,45340,Dec-19,4.88,,14.12,,1.61,,-0.6,,71.22,,26.58,,-8.03,,24.41,
(주)톱텍,108230,Dec-11,-12.78,,-23.97,,51.96,,28.31,,-69.17,,26.69,,56.89,,107.08,
(주)톱텍,108230,Dec-12,22.39,0,16.64,0,-26.17,0,7.53,0,62.08,0,9.67,0,-53.08,0,-57.82,0
(주)톱텍,108230,Dec-13,40.66,0,54.72,0,58.17,0,4.57,0,85.46,0,13.38,0,66.24,0,120.47,0
(주)톱텍,108230,Dec-14,-5.7,-7.2,-14.4,-17.44,-26.82,-27.47,17.07,28.06,-12.6,-11.34,7.66,2.14,-12.37,-39.16,-13.5,-26.98
(주)톱텍,108230,Dec-15,2.48,-0.52,6.82,2.97,33.3,39.97,-0.22,-2.33,-61.91,-59.21,35.14,32.82,45.23,87.44,23.42,36.78
(주)톱텍,108230,Dec-16,111.35,125.13,181.51,187.84,69.33,70.31,40.54,27.43,921,844.6,18.23,27.3,71.6,104.3,86.18,115.77
(주)톱텍,108230,Dec-17,-6.31,-5.43,-8.39,-6.9,193.33,189.93,0.55,-3.68,-72.02,-68.56,67.35,73.53,335.7,477.79,342.63,403.89
(주)톱텍,108230,Dec-18,-14.58,-11.77,-21.75,-18.79,-74.82,-72.88,-6.11,15.09,-36,-24.2,2.12,2.04,-86.22,-86.79,-95.61,-96.11
(주)톱텍,108230,Dec-19,9.25,14.82,6.3,-3.4,-42.17,-45.87,15.43,58.65,240.97,170.96,-0.28,-0.2,-82.82,-81.48,-69.01,-179.79
(주)투비소프트,79970,Dec-11,21.21,,16.68,,18.45,,-7.66,,0,,16.81,,25.6,,5.03,
(주)투비소프트,79970,Dec-12,11.9,0,13.93,0,24.83,0,5.05,0,0,0,18.86,0,31.04,0,46.16,0
(주)투비소프트,79970,Dec-13,36.24,35.35,18.37,48.5,0.21,0.99,-7.29,-7.64,0,0,17.5,17.35,-3.3,-3.28,15.13,15.19
(주)투비소프트,79970,Dec-14,-8.61,-1.56,-19.4,-28.21,-8.74,8.28,-2.12,16.55,0,0,13.4,16.09,-34.96,-21.01,-51.45,-35.38
(주)투비소프트,79970,Dec-15,9.57,9.24,5.73,6.43,5.79,1.31,-2.65,-4.69,0,0,10.31,9.43,23.17,-23.1,-3.63,-52.74
(주)투비소프트,79970,Dec-16,132.86,119.05,92.35,77.99,26.63,22.74,4.77,26.72,0,0,44.51,41.41,-71.29,-126.44,57.55,136.52
(주)투비소프트,79970,Dec-17,16.46,22.11,-30.34,-12.25,-11.24,0.7,304.95,448.76,0,0,18.71,11.22,0,0,0,-490.33
(주)투비소프트,79970,Dec-18,-0.15,10.01,72.95,62.63,8.83,36.68,-83.24,-46.01,-49.5,-39.94,10.4,27.44,0,0,0,0
(주)투비소프트,79970,Dec-19,-10.04,-18.52,-3.98,-13.26,6.99,-24.37,110.39,-2.13,-90.75,-60.19,-7.4,-19.51,0,0,0,0
(주)트루윈,105550,Dec-14,20.28,,23.32,,-29.12,,18.65,,-59.14,,153.01,,-71.37,,-66.17,
(주)트루윈,105550,Dec-15,40.96,,-23.77,,-11.09,,118.51,,37.06,,3.08,,0,,0,
(주)트루윈,105550,Dec-16,3.7,,31.66,,3.31,,-25.91,,-6.21,,-35.45,,0,,0,
(주)트루윈,105550,Dec-17,-22.2,,-13.17,,6.5,,-8.06,,-16.34,,-17.53,,0,,0,
(주)트루윈,105550,Dec-18,-13.24,,-42.31,,-4.92,,-9.03,,2.93,,26.99,,0,,0,
(주)트루윈,105550,Dec-19,7.34,,50.49,,-12.15,,-21.31,,40.43,,12.77,,0,,0,
(주)특수건설,26150,Dec-11,6.35,,-1.98,,-2.95,,21.57,,26.22,,-7.73,,0,,0,
(주)특수건설,26150,Dec-12,14.06,,24.42,,28.06,,3.95,,-7.1,,0.52,,0,,0,
(주)특수건설,26150,Dec-13,2.77,,8.17,,15.27,,-10.03,,15.45,,-7.23,,0,,0,
(주)특수건설,26150,Dec-14,-7.64,,-6.76,,-8.21,,-9.22,,-45.4,,1.43,,0,,0,
(주)특수건설,26150,Dec-15,-9.7,,-8.04,,-2.93,,-10.47,,-21.1,,-3.34,,0,,0,
(주)특수건설,26150,Dec-16,-5.9,,5.07,,-7.33,,-51.6,,-4.11,,-10.64,,0,,-53.34,
(주)특수건설,26150,Dec-17,-1.74,0,4.96,0,-7.3,0,-30.68,0,73.55,0,1.84,0,0,0,306.07,0
(주)특수건설,26150,Dec-18,23.87,25.77,19.33,22.4,31.39,41.99,138.19,129.81,23.82,23.82,30.89,30.8,62.29,62.29,-68.28,-58.01
(주)특수건설,26150,Dec-19,18.13,16.43,-2.03,-3.66,8.69,3.76,41.21,40.17,-0.1,-0.1,1.4,1.45,10.53,10.53,34.12,-20.12
(주)티라유텍,322180,Dec-19,0,,0,,0,,0,,0,,0,,0,,0,
(주)티로보틱스,117730,Dec-18,43.58,0,63.04,0,-4.06,0,30.94,0,297.35,0,144.54,0,-25.7,0,-7.77,0
(주)티로보틱스,117730,Dec-19,23.49,26.13,-7.19,-5.49,-22.45,-22.5,48.89,61.36,2.06,-4.55,-6.38,-8.15,0,0,0,0
(주)티비씨,33830,Dec-11,3.75,3.72,-5.95,-5.92,8.57,10.04,29.22,29.1,-26.59,-24.24,1.02,0.98,-8.78,-8.77,-20.88,-21.23
(주)티비씨,33830,Dec-12,0.36,0.19,6.09,5.78,-2.18,-1.79,-9.53,-9.54,8.4,-1.54,3.24,3.13,-11.42,-12.93,-35.85,-33.57
(주)티비씨,33830,Dec-13,2.19,2.19,0.78,0.92,-7.63,-9.28,5.61,5.12,0,0,3.22,3.19,-17.09,-15.73,-23.4,-24.59
(주)티비씨,33830,Dec-14,2.2,2.22,6.29,6.24,5.17,5.17,-5.92,-5.92,0,0,1.77,1.79,-9.18,-7.91,7.24,6.24
(주)티비씨,33830,Dec-15,3.8,3.81,-2.08,-2.08,16,16.72,-7.37,-7.17,0,0,1.56,1.51,11.64,9.44,-2.08,-4.36
(주)티비씨,33830,Dec-16,2.22,2.12,4.97,4.9,-5.77,-5.59,6.09,5.96,0,-10.99,1.29,1.17,-24.88,-27.02,-9.62,-8.7
(주)티비씨,33830,Dec-17,3.51,3.48,8.44,8.09,8.85,8.72,18.56,18.5,0,-6.46,2.37,2.35,12.19,15.73,46.65,46.61
(주)티비씨,33830,Dec-18,2.09,2.11,2.89,2.89,-3.73,-3.8,-4.34,-4.33,0,-7.87,2.14,2.16,8.3,10.28,-5.8,-3.96
(주)티비씨,33830,Dec-19,4.15,4.23,3.66,3.69,21.49,21.36,-0.77,-0.8,0,-19.6,3.74,3.84,62.86,64.6,103.88,104.07
(주)티비에이치글로벌,84870,Dec-11,8.75,28.28,23.33,44.82,3.99,21.12,-4.15,8.5,39.1,35.98,-0.37,14.66,0,180.76,-54.71,14.02
(주)티비에이치글로벌,84870,Dec-12,-6.05,-1.73,-23.1,1.12,-4.4,10.48,47.06,-10.51,-18.15,-13.6,-12.31,-1.88,0,-18.23,0,-15.94
(주)티비에이치글로벌,84870,Dec-13,-2.19,3.75,-5.68,6.97,-3.75,6.55,-1.66,-5.24,2.72,-4.88,0.13,18.42,0,128.06,0,87.04
(주)티비에이치글로벌,84870,Dec-14,7.62,17.54,6.62,14.55,-12.41,-0.97,0.05,17.9,4.16,19.63,-7.87,13.85,0,-37.33,0,-46.51
(주)티비에이치글로벌,84870,Dec-15,-8.15,12.12,-12.61,16.75,-12.13,14.96,-15.32,2.7,1,25.6,-26.66,-10.27,0,0,0,0
(주)티비에이치글로벌,84870,Dec-16,-4.74,-4.49,4.54,-1.99,23.65,14.26,-6.78,-6.59,-0.35,1.09,-24.84,-7.41,0,0,0,0
(주)티비에이치글로벌,84870,Dec-17,-4.01,-1.28,5.3,1.12,13.31,-3.85,-1.97,1.31,-1.44,-0.27,-17.05,-28.77,0,0,0,64.39
(주)티비에이치글로벌,84870,Dec-18,15.25,,-4.72,,15.97,,-1.93,,-3.7,,200.76,,0,,0,
(주)티비에이치글로벌,84870,Dec-19,-34.07,,-1.75,,0.94,,-43.68,,-5.66,,-41.3,,0,,0,
(주)티사이언티픽,57680,Dec-11,0.91,,7.18,,34.41,,0.86,,0,,13.04,,0,,0,
(주)티사이언티픽,57680,Dec-12,-4.43,,16.56,,-9.61,,-3.36,,0,,-18.96,,0,,0,
(주)티사이언티픽,57680,Dec-13,22.48,0,-24.73,0,-10.6,0,5.23,0,0,0,-1.36,0,0,0,0,0
(주)티사이언티픽,57680,Dec-14,-9.74,,22.74,,190.28,,-3.14,,-99.16,,1.06,,0,,0,
(주)티사이언티픽,57680,Dec-15,11.55,0,19.08,0,47.23,0,-3.85,0,0,0,-14.54,0,0,0,0,0
(주)티사이언티픽,57680,Dec-16,-8.97,-8.5,-11.11,-5.5,-19.57,-19.57,70.61,71.68,0,0,-29.98,-29.98,0,0,0,0
(주)티사이언티픽,57680,Dec-17,97.25,,151.3,,49.06,,-91.55,,0,,21.01,,0,,0,
(주)티사이언티픽,57680,Dec-18,55.45,,79.98,,-88.25,,-19.64,,0,,237.57,,0,,0,
(주)티사이언티픽,57680,Dec-19,10.84,,-69.79,,47.5,,-1.04,,0,,71.63,,126.18,,0,
(주)티씨케이,64760,Dec-11,6.32,,-14.26,,16.33,,26.79,,52.24,,17.64,,15.71,,23.43,
(주)티씨케이,64760,Dec-12,-2,,-6.05,,-17.89,,0.24,,33.38,,6.13,,-43.77,,-48.25,
(주)티씨케이,64760,Dec-13,-2.6,,7.26,,-28.18,,-7.92,,-30.68,,0.66,,-71.9,,-56.46,
(주)티씨케이,64760,Dec-14,8.29,,43.44,,29,,-16.05,,-16.41,,5.57,,148.27,,102.68,
(주)티씨케이,64760,Dec-15,13.55,,15.5,,36.95,,14.71,,-17.43,,14.3,,177.24,,128.22,
(주)티씨케이,64760,Dec-16,27.2,,16.71,,44.43,,41.67,,46.03,,21.2,,72.72,,70.48,
(주)티씨케이,64760,Dec-17,28.33,,51.46,,45.68,,4.27,,34.46,,27.6,,64.02,,74.01,
(주)티씨케이,64760,Dec-18,26.86,,42.83,,30.86,,1.88,,40.83,,26.6,,25.62,,23.77,
(주)티씨케이,64760,Dec-19,17.15,,7.62,,0.5,,37.59,,34.53,,19.73,,-0.06,,0.16,
(주)티앤알바이오팹,246710,Dec-18,228.56,,266.14,,140.25,,41.72,,60,,233.66,,0,,0,
(주)티앤알바이오팹,246710,Dec-19,-12.91,,-24.1,,32.11,,8.65,,8.45,,-18.2,,0,,0,
(주)티에스넥스젠,43220,Dec-11,-32.77,,-44.76,,125.42,,-30.15,,-24.23,,166.69,,0,,0,
(주)티에스넥스젠,43220,Dec-12,-37.26,,-25.96,,-86.23,,-64.47,,52.84,,-63.86,,0,,0,
(주)티에스넥스젠,43220,Dec-13,134.22,,142.12,,334.77,,114.54,,-80.61,,77.94,,0,,0,
(주)티에스넥스젠,43220,Dec-14,37.48,0,49.14,0,16.09,0,-13.3,0,-29.14,0,171.34,0,0,0,0,0
(주)티에스넥스젠,43220,Dec-15,0.35,-24.15,-42.73,-20.52,-18.64,4.36,156.21,-22.15,-84.8,-64.36,-8.9,-44.41,0,0,0,-15418.34
(주)티에스넥스젠,43220,Dec-16,109.86,260.76,90.33,336.68,28.5,77.77,37.31,3226.94,1012.65,1666.86,130.61,184.4,0,0,0,0
(주)티에스넥스젠,43220,Dec-17,14.33,-19.77,13.31,-47.79,25.12,13.97,3221.67,38.05,223.63,8.76,7.38,29.66,0,0,0,0
(주)티에스넥스젠,43220,Dec-18,-23.36,-16.96,-12.23,-11.13,20.55,5.57,-1.33,-4.22,69.99,60.15,-44.98,-37.72,0,0,0,0
(주)티에스넥스젠,43220,Dec-19,16.89,13.81,30.86,24.28,15.86,7.93,9.25,4.35,6.41,-5.31,95.73,101.34,0,0,0,0
(주)티에스이,131290,Dec-11,14.75,26.71,0.05,6.42,18.96,31.63,14.34,48.04,-7.57,8.76,11.57,12.45,54.96,67.14,55.86,74.34
(주)티에스이,131290,Dec-12,-4.53,-1.56,-21.8,-14.08,-37.86,-25.11,15.27,10.16,11.15,20.32,2.47,3.31,-78.32,-75.23,-85.14,-76.35
(주)티에스이,131290,Dec-13,-1.67,0.12,19.41,14.88,19.33,11.29,-16.38,-7.55,-9.11,0.17,-4.15,-3.58,0,0,-45.93,-35.46
(주)티에스이,131290,Dec-14,7.44,5.08,24.34,18.82,41.24,31.61,-11.42,-5.44,0.78,7.27,4.74,5.72,0,0,328.34,195.35
(주)티에스이,131290,Dec-15,1.95,7.59,-15.36,13.66,-23.02,-9.22,-4.94,-4.52,-2.89,12.3,5.97,6.07,-83.13,-70.81,0,-94.45
(주)티에스이,131290,Dec-16,-8.04,-1.92,-22.46,-8.9,-24.27,-4.17,7.33,10.35,-6.91,18.49,-8.69,-9.74,0,-863.9,0,-2549.87
(주)티에스이,131290,Dec-17,11.75,8.92,22.43,4.91,64.2,46.59,8.53,18.74,4.49,0.32,11.49,12.33,0,0,0,0
(주)티에스이,131290,Dec-18,14.25,11.31,24.68,19.29,5.84,-0.71,19.79,7.05,-14.59,-13.84,10.93,11.36,0.86,-10.62,-3.76,-34.99
(주)티에스이,131290,Dec-19,13.2,14.85,14.82,17.96,7.28,3.83,4.15,10.89,94.1,40.82,8.92,10.56,4.41,28.58,29.69,39.3
(주)티에스트릴리온,317240,Dec-19,,,,,,,,,,,,,,,,
(주)티에이치엔,19180,Dec-11,27.94,27.92,36.95,41.35,28.78,29.85,2.75,23.16,33.66,42.59,17.07,17.75,117.19,108.72,59.43,141.88
(주)티에이치엔,19180,Dec-12,30.93,22.97,43.15,43.23,20.05,11.53,3.04,19.6,19.89,126.22,9.96,-23.86,-17.72,0,-25.16,0
(주)티에이치엔,19180,Dec-13,15.2,20.17,40.14,14.19,14.53,38.4,1.61,20.37,-23.01,-8.56,-8.81,-47.95,0,0,24.05,0
(주)티에이치엔,19180,Dec-14,7.3,1.61,20.65,6.03,-5.68,1.71,0.59,0.43,34.29,-1.98,2.94,-45.93,0,0,-8.91,0
(주)티에이치엔,19180,Dec-15,0.63,-5.25,21.63,26.15,34.09,20.43,43.45,10.55,18.95,11.59,31.86,136.53,54.52,0,74.82,827.5
(주)티에이치엔,19180,Dec-16,4.95,1.45,-11.99,-4.75,7.08,6.38,9.82,9.78,-12.53,-1.17,26.99,41.28,5.96,0,5.78,73.16
(주)티에이치엔,19180,Dec-17,3.86,3.25,-1.69,2.39,2.08,6.43,3.72,1.52,58.39,27.9,5.71,5.47,-41.66,-78.81,-26.57,-7.33
(주)티에이치엔,19180,Dec-18,4.1,2.57,20.48,12.97,25.68,19.2,-4.39,-6.66,-11.81,-12.66,-0.06,6.15,-21.39,59.05,34.58,15.8
(주)티에이치엔,19180,Dec-19,12.93,24.97,-1.83,25.2,7.77,7.89,37.14,37.04,16.01,10.66,14.59,57.13,40.33,242.81,49.65,91.74
(주)티엘아이,62860,Dec-11,-1.93,56.03,-38.53,-29.85,-35.63,42.69,64.96,842.88,-43.36,-18.31,-2.24,-4.96,0,0,0,0
(주)티엘아이,62860,Dec-12,-0.09,2.15,-16.4,-4.66,23.07,10.12,92.5,22.38,44.03,32.44,-3.62,4.67,0,0,0,0
(주)티엘아이,62860,Dec-13,2.95,0.74,15.62,10.9,4.47,-10.64,2.91,-2.3,-13.66,-18.2,15.7,8.98,0,0,-32.82,0
(주)티엘아이,62860,Dec-14,6.36,4.1,2.1,5.97,27.42,14.98,2.07,2.14,35.55,34.44,1.99,-0.7,122.7,0,77.51,0
(주)티엘아이,62860,Dec-15,-0.24,-5.1,7.06,2.36,2.98,-0.47,1.92,-8.92,-21.46,-20.67,1.83,0.82,-18.51,0,-19.79,-59.48
(주)티엘아이,62860,Dec-16,-2.39,-35.67,18.36,6.27,-18.03,-41.67,1.52,-67.5,14.24,-8.24,-0.95,-1.21,-78.05,-177.37,0,-136.04
(주)티엘아이,62860,Dec-17,-20.36,-13.34,-25.05,-24.07,-12.68,-13.16,6.26,6.12,53.66,54.33,-21.32,-14.19,0,0,0,0
(주)티엘아이,62860,Dec-18,-26.05,-24.61,-46.84,-42.16,-28.22,-27.88,-8.07,-7.85,-58.86,-57.82,-28.23,-27.25,0,0,0,0
(주)티엘아이,62860,Dec-19,1.01,2.19,-11.12,-7.49,-14.74,-13.43,-4.92,-5,-32.33,-29.14,8.23,8.64,0,0,0,0
(주)티움바이오,321550,Dec-19,0,,0,,0,,0,,0,,0,,0,,0,
(주)티웨이항공,91810,Dec-18,90.5,0,107.29,0,25.32,0,61.7,0,41.69,0,515.8,0,-10.95,0,-0.46,0
(주)티웨이항공,91810,Dec-19,87.26,87.47,-20.71,-20.32,10.76,10.75,12.39,12.38,25.72,25.72,-16.92,-16.32,0,0,0,0
(주)티웨이홀딩스,4870,Dec-11,-27.88,,-57.83,,30.96,,-0.7,,-42.46,,-34.56,,0,,0,
(주)티웨이홀딩스,4870,Dec-12,12.17,,116.49,,-18.08,,-2.93,,71.02,,176.76,,0,,0,
(주)티웨이홀딩스,4870,Dec-13,47.51,0,-0.25,0,-7.75,0,-11.71,0,-16.6,0,52.48,0,0,0,0,0
(주)티웨이홀딩스,4870,Dec-14,51.63,54.13,227.74,193.14,164.58,78.18,0.12,41.25,-31.15,-3.02,23.64,38.87,0,41.73,0,169.83
(주)티웨이홀딩스,4870,Dec-15,2.38,27,-2.81,34.53,23.86,22.3,-0.72,19.91,40.29,35.97,0.94,5.56,-37.25,-62.21,129.6,-48.93
(주)티웨이홀딩스,4870,Dec-16,19.48,19.66,24.89,35.96,32.41,42.58,12.4,1.23,90.46,80.12,16.35,13.83,501.54,46.79,60.38,249.51
(주)티웨이홀딩스,4870,Dec-17,-5.28,68.86,-12.73,144.15,-1.23,48.78,15.79,40.39,-16.63,38.01,14.92,76.64,0,803.87,0,219.95
(주)티웨이홀딩스,4870,Dec-18,-13.95,67.83,-39.33,86.49,-80.18,20.35,7.56,43.03,-32.75,22.13,4.1,121.8,0,-16.49,0,-4.95
(주)티웨이홀딩스,4870,Dec-19,-5.58,75.06,-8.16,-19.75,24.21,10.85,-2.24,8.56,64.08,31.27,-4.1,-12.94,0,-218.94,0,-154.95
(주)티케이케미칼,104480,Dec-11,8.85,45.72,3.33,49.96,13.44,14.21,2.36,2.95,66.81,72.58,223.34,258.83,-36.41,45.91,-62.2,-68.81
(주)티케이케미칼,104480,Dec-12,-4.76,,-13.59,,-14.77,,-8.65,,41.69,,-5.06,,0,,0,
(주)티케이케미칼,104480,Dec-13,12.38,,-18.02,,-0.56,,-3.47,,-1.62,,4.89,,0,,0,
(주)티케이케미칼,104480,Dec-14,7.2,,36.24,,-4.66,,-9.98,,49.7,,7.06,,-4.28,,1238.24,
(주)티케이케미칼,104480,Dec-15,-3.57,,-1.67,,-18.49,,-20.59,,-24.2,,11.43,,9.76,,109.67,
(주)티케이케미칼,104480,Dec-16,16.72,,7.21,,-7.07,,31.25,,40.17,,4.41,,-36.67,,-23.76,
(주)티케이케미칼,104480,Dec-17,-1.68,,-0.74,,16.66,,-14.46,,-28.61,,2.3,,161.13,,37.69,
(주)티케이케미칼,104480,Dec-18,8.11,,10.67,,10.45,,-11.33,,111,,2.66,,39.95,,475.4,
(주)티케이케미칼,104480,Dec-19,-0.95,0,-16.7,0,-22.35,0,-2.43,0,-32.22,0,4.65,0,-66.44,0,-81.24,0
(주)티플랙스,81150,Dec-11,25.62,26.95,22.49,27.84,32.32,32.58,25.25,25.27,11.44,13.75,11.55,11.65,5.98,6.92,22.67,23.68
(주)티플랙스,81150,Dec-12,21.84,21.64,-7.41,-7.12,-13.99,-12.37,75.05,75.13,3.67,4.8,11.03,11.35,-48.15,-45.26,-45.96,-42.46
(주)티플랙스,81150,Dec-13,5.47,5.78,10.96,11.19,-8.74,-9.53,1.17,1.16,-7.97,-6.05,1.33,1.32,-74.92,-76.65,-15.15,-20.77
(주)티플랙스,81150,Dec-14,-19.5,-18.89,-21.5,-19.77,-7.2,-6.39,-19.01,-19.01,-5.01,-9.8,0.21,1.53,17.34,138.05,8.91,8.85
(주)티플랙스,81150,Dec-15,7.93,7.35,-7.97,-7.75,-8.52,-9.27,31.02,30.97,3.03,3.41,27.45,26.08,124.56,-20.24,-6.11,-34.64
(주)티플랙스,81150,Dec-16,5.36,,17.48,,9.03,,-1.33,,-1,,12.54,,-10.86,,-9.5,
(주)티플랙스,81150,Dec-17,4.35,,10.57,,17.22,,-0.33,,16.53,,8.48,,107.51,,1.47,
(주)티플랙스,81150,Dec-18,-1.19,,-0.78,,3.37,,-0.42,,6.6,,1.97,,-26.33,,-8.25,
(주)티플랙스,81150,Dec-19,14.09,,4.92,,7.85,,22.97,,9.63,,17.03,,5.37,,12.25,
(주)티피씨,130740,Dec-11,27.56,,57.09,,5.58,,2.89,,9.72,,48.38,,-14.09,,-13.78,
(주)티피씨,130740,Dec-12,10.65,,-11.26,,2.24,,-1.24,,-3,,10.1,,23.38,,-28.85,
(주)티피씨,130740,Dec-13,4.71,,12.05,,-0.15,,3.53,,1.18,,2.54,,-58.76,,-40.53,
(주)티피씨,130740,Dec-14,5.83,,1.09,,10.82,,-1.9,,-8.16,,5.98,,106.79,,27.18,
(주)티피씨,130740,Dec-15,4.25,,5.96,,3.04,,2.26,,-4.05,,8.35,,25.18,,61.19,
(주)티피씨,130740,Dec-16,31.9,0,10.56,0,-0.16,0,-2.9,0,-0.09,0,13.63,0,16.67,0,19.53,0
(주)티피씨,130740,Dec-17,16.91,14.31,-25.8,-28.75,-10.95,-5.14,-0.72,-0.53,32.81,27.16,4.58,3.86,-61.94,-68.08,-60.02,-66.26
(주)티피씨,130740,Dec-18,3.39,43.7,24.52,129.73,2.36,52.03,-2.89,105.48,2.82,140.25,4.02,7.78,-71.37,74.81,-19.02,-13.83
(주)티피씨,130740,Dec-19,-5.69,-4.74,-21.55,-8.76,-9.85,7.97,9.71,-2.89,-9.78,-16.61,3.83,-1.14,22.54,-184.88,16.84,-52.18
(주)티피씨메카트로닉스,48770,Jun-11,35.12,0,47.89,0,50.93,0,17.57,0,-0.7,0,33.33,0,85.63,0,97.67,0
(주)티피씨메카트로닉스,48770,Jun-12,5.53,2.71,-4.24,-5.83,-12.66,-10.16,48.79,30.77,-5.28,-4.56,5.75,6.62,-60.39,-75.36,-61.03,-70.99
(주)티피씨메카트로닉스,48770,Jun-13,20.58,17.38,17.28,11.27,1.64,3.24,79.97,35.18,25.95,12,7.53,3.43,-9.83,17.72,-8.42,-1.63
(주)티피씨메카트로닉스,48770,Dec-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)티피씨메카트로닉스,48770,Dec-15,5.08,7.39,7.21,10.77,15.04,10.33,-2.48,-2.7,20.79,34.32,2.92,5.85,-52.85,-45.32,87.78,75.86
(주)티피씨메카트로닉스,48770,Dec-16,-10.14,-5.43,-10.83,-3.3,0.27,6.45,-5.26,-5.89,-42.28,-41.01,-57.06,-51.26,0,-452.98,0,-216.56
(주)티피씨메카트로닉스,48770,Dec-17,12.62,6.88,3,-1.89,16.29,10.35,44.3,29.99,22.03,13.81,79.83,68.53,0,0,0,0
(주)티피씨메카트로닉스,48770,Dec-18,18.59,19.24,34.5,34.52,-7.11,2.68,-3.59,-4.12,2.93,1.12,8.56,9.76,-2.76,2.84,-44.39,-41.85
(주)티피씨메카트로닉스,48770,Dec-19,-2.7,-4.07,-9.02,-7.57,-1.44,-3.38,-2.26,-2.41,-0.34,3.03,-1.78,-7.71,0,-199.64,-98.4,-94.48
(주)파나진,46210,Dec-11,20.69,0,30.56,0,20.82,0,5.67,0,44.68,0,-2.42,0,0,0,0,0
(주)파나진,46210,Dec-12,-38.83,,-67.28,,-29.68,,-10.33,,-88.19,,-44.95,,0,,0,
(주)파나진,46210,Dec-13,-1.65,,42.68,,-85.28,,-49.48,,-24.42,,-0.12,,0,,0,
(주)파나진,46210,Dec-14,-2.7,,-5.75,,18.86,,-1.79,,33.38,,-0.21,,0,,0,
(주)파나진,46210,Dec-15,5.06,,10.64,,18.13,,-1.03,,-23.19,,0.14,,0,,0,
(주)파나진,46210,Dec-16,28.78,,48.06,,17.59,,22.86,,188.9,,136.88,,0,,0,
(주)파나진,46210,Dec-17,-3.72,,-12.64,,6.23,,78.09,,-24.88,,12.51,,0,,0,
(주)파나진,46210,Dec-18,-24.27,,-12.98,,4.18,,-3.63,,-1.66,,-31.31,,0,,0,
(주)파나진,46210,Dec-19,-9.51,,-23.58,,3.2,,-3.41,,5.7,,23.93,,0,,0,
(주)파라다이스,34230,Dec-11,3.26,6.24,18.89,27.26,16.84,16.19,-0.73,-0.43,-31.27,-4.81,0.73,2.34,-35.18,-14.42,19.34,25.18
(주)파라다이스,34230,Dec-12,10.01,39.7,-20.73,26.12,12.16,38.64,2.94,143.22,-38.34,251.38,9.02,13.32,149.67,129.44,24.83,61.67
(주)파라다이스,34230,Dec-13,11.52,18.66,18.39,8.45,22.24,23.31,-1.14,0.03,-8.2,6.91,11.64,15.41,46.17,35.4,68.37,49.77
(주)파라다이스,34230,Dec-14,38.2,30.23,68.97,86.51,-0.24,5.76,12.37,13.75,-4.35,-3.78,39.37,38.28,-6.28,-4.76,-52.26,-41.2
(주)파라다이스,34230,Dec-15,-4.47,24.47,-39.62,-0.99,-9.29,-8.99,24.35,51.03,48.48,7.33,0.8,1.22,-22.41,-32.31,-32.29,-26.22
(주)파라다이스,34230,Dec-16,3.07,15.76,-20.21,-29.53,17.15,12.92,18.93,60.91,-12.13,-11.04,1.65,2.09,-21.58,-15.5,58.6,12.8
(주)파라다이스,34230,Dec-17,2.29,5.52,-30.38,-29.94,-24.73,-3.86,11.68,21.48,4.16,123.63,-2.22,-4.78,-84.97,-134.38,0,-145.53
(주)파라다이스,34230,Dec-18,24.01,29.38,24.47,-4.97,3.01,17.9,40.69,39.31,21.59,23.72,16.5,27.96,10.63,0,0,0
(주)파라다이스,34230,Dec-19,17.03,10.14,99.48,62.48,5.16,24.35,-1.47,-2.9,-6.58,-6.87,0.84,-0.47,164.66,0,21.34,2054.2
(주)파라텍,33540,Dec-11,-5.28,-5.54,-10.4,-10.55,23.84,24.09,4.62,4.28,24.27,30.46,6.81,6.84,65.86,68.98,97.88,78.53
